"","iid","Date_Time","Value","Date","hour"
"1","02",2021-12-14 12:19:00,24.097,2021-12-14,12
"2","02",2021-12-14 13:59:00,20.596,2021-12-14,13
"3","02",2021-12-14 15:39:00,21.096,2021-12-14,15
"4","02",2021-12-14 17:19:00,20.095,2021-12-15,17
"5","02",2021-12-14 18:59:00,19.094,2021-12-15,18
"6","02",2021-12-14 20:39:00,18.594,2021-12-15,20
"7","02",2021-12-14 22:19:00,17.593,2021-12-15,22
"8","02",2021-12-14 23:59:00,16.591,2021-12-15,23
"9","02",2021-12-15 01:39:00,15.59,2021-12-15,1
"10","02",2021-12-15 03:19:00,14.087,2021-12-15,3
"11","02",2021-12-15 04:59:00,13.085,2021-12-15,4
"12","02",2021-12-15 06:39:00,13.085,2021-12-15,6
"13","02",2021-12-15 08:19:00,13.586,2021-12-15,8
"14","02",2021-12-15 09:59:00,17.593,2021-12-15,9
"15","02",2021-12-15 11:39:00,19.595,2021-12-15,11
"16","02",2021-12-15 13:19:00,21.596,2021-12-15,13
"17","02",2021-12-15 14:59:00,5.566,2021-12-15,14
"18","02",2021-12-15 16:39:00,2.054,2021-12-16,16
"19","02",2021-12-15 18:19:00,1.552,2021-12-16,18
"20","02",2021-12-15 19:59:00,1.051,2021-12-16,19
"21","02",2021-12-15 21:39:00,0.549,2021-12-16,21
"22","02",2021-12-15 23:19:00,-0.455,2021-12-16,23
"23","02",2021-12-16 00:59:00,-1.46,2021-12-16,0
"24","02",2021-12-16 02:39:00,-2.464,2021-12-16,2
"25","02",2021-12-16 04:19:00,-2.966,2021-12-16,4
"26","02",2021-12-16 05:59:00,-3.468,2021-12-16,5
"27","02",2021-12-16 07:39:00,-3.971,2021-12-16,7
"28","02",2021-12-16 09:19:00,-3.468,2021-12-16,9
"29","02",2021-12-16 10:59:00,-0.957,2021-12-16,10
"30","02",2021-12-16 12:39:00,1.552,2021-12-16,12
"31","02",2021-12-16 14:19:00,2.556,2021-12-16,14
"32","02",2021-12-16 15:59:00,2.556,2021-12-16,15
"33","02",2021-12-16 17:39:00,2.556,2021-12-17,17
"34","02",2021-12-16 19:19:00,2.556,2021-12-17,19
"35","02",2021-12-16 20:59:00,2.556,2021-12-17,20
"36","02",2021-12-16 22:39:00,2.054,2021-12-17,22
"37","02",2021-12-17 00:19:00,1.552,2021-12-17,0
"38","02",2021-12-17 01:59:00,1.051,2021-12-17,1
"39","02",2021-12-17 03:39:00,0.047,2021-12-17,3
"40","02",2021-12-17 05:19:00,-0.455,2021-12-17,5
"41","02",2021-12-17 06:59:00,-1.46,2021-12-17,6
"42","02",2021-12-17 08:39:00,-1.962,2021-12-17,8
"43","02",2021-12-17 10:19:00,-0.455,2021-12-17,10
"44","02",2021-12-17 11:59:00,1.051,2021-12-17,11
"45","02",2021-12-17 13:39:00,2.054,2021-12-17,13
"46","02",2021-12-17 15:19:00,2.556,2021-12-17,15
"47","02",2021-12-17 16:59:00,2.556,2021-12-18,16
"48","02",2021-12-17 18:39:00,2.054,2021-12-18,18
"49","02",2021-12-17 20:19:00,1.552,2021-12-18,20
"50","02",2021-12-17 21:59:00,1.552,2021-12-18,21
"51","02",2021-12-17 23:39:00,1.552,2021-12-18,23
"52","02",2021-12-18 01:19:00,1.051,2021-12-18,1
"53","02",2021-12-18 02:59:00,0.549,2021-12-18,2
"54","02",2021-12-18 04:39:00,0.047,2021-12-18,4
"55","02",2021-12-18 06:19:00,-0.455,2021-12-18,6
"56","02",2021-12-18 07:59:00,-0.455,2021-12-18,7
"57","02",2021-12-18 09:39:00,-0.455,2021-12-18,9
"58","02",2021-12-18 11:19:00,0.549,2021-12-18,11
"59","02",2021-12-18 12:59:00,1.552,2021-12-18,12
"60","02",2021-12-18 14:39:00,2.054,2021-12-18,14
"61","02",2021-12-18 16:19:00,2.556,2021-12-19,16
"62","02",2021-12-18 17:59:00,1.552,2021-12-19,17
"63","02",2021-12-18 19:39:00,1.051,2021-12-19,19
"64","02",2021-12-18 21:19:00,0.047,2021-12-19,21
"65","02",2021-12-18 22:59:00,-0.455,2021-12-19,22
"66","02",2021-12-19 00:39:00,-0.957,2021-12-19,0
"67","02",2021-12-19 02:19:00,-1.962,2021-12-19,2
"68","02",2021-12-19 03:59:00,-2.464,2021-12-19,3
"69","02",2021-12-19 05:39:00,-3.468,2021-12-19,5
"70","02",2021-12-19 07:19:00,-3.971,2021-12-19,7
"71","02",2021-12-19 08:59:00,-3.971,2021-12-19,8
"72","02",2021-12-19 10:39:00,-1.962,2021-12-19,10
"73","02",2021-12-19 12:19:00,0.047,2021-12-19,12
"74","02",2021-12-19 13:59:00,2.054,2021-12-19,13
"75","02",2021-12-19 15:39:00,3.058,2021-12-19,15
"76","02",2021-12-19 17:19:00,3.058,2021-12-20,17
"77","02",2021-12-19 18:59:00,2.556,2021-12-20,18
"78","02",2021-12-19 20:39:00,1.552,2021-12-20,20
"79","02",2021-12-19 22:19:00,1.051,2021-12-20,22
"80","02",2021-12-19 23:59:00,0.549,2021-12-20,23
"81","02",2021-12-20 01:39:00,-0.455,2021-12-20,1
"82","02",2021-12-20 03:19:00,-0.957,2021-12-20,3
"83","02",2021-12-20 04:59:00,-1.46,2021-12-20,4
"84","02",2021-12-20 06:39:00,-1.962,2021-12-20,6
"85","02",2021-12-20 08:19:00,-2.464,2021-12-20,8
"86","02",2021-12-20 09:59:00,-0.957,2021-12-20,9
"87","02",2021-12-20 11:39:00,1.552,2021-12-20,11
"88","02",2021-12-20 13:19:00,17.593,2021-12-20,13
"89","02",2021-12-20 14:59:00,20.095,2021-12-20,14
"90","02",2021-12-20 16:39:00,20.095,2021-12-21,16
"91","02",2021-12-20 18:19:00,20.095,2021-12-21,18
"92","02",2021-12-20 19:59:00,20.095,2021-12-21,19
"93","02",2021-12-20 21:39:00,19.595,2021-12-21,21
"94","02",2021-12-20 23:19:00,19.595,2021-12-21,23
"95","02",2021-12-21 00:59:00,19.595,2021-12-21,0
"96","02",2021-12-21 02:39:00,19.595,2021-12-21,2
"97","02",2021-12-21 04:19:00,19.595,2021-12-21,4
"98","02",2021-12-21 05:59:00,19.595,2021-12-21,5
"99","02",2021-12-21 07:39:00,19.595,2021-12-21,7
"100","02",2021-12-21 09:19:00,20.596,2021-12-21,9
"101","02",2021-12-21 10:59:00,22.097,2021-12-21,10
"102","02",2021-12-21 12:39:00,22.097,2021-12-21,12
"103","02",2021-12-21 14:19:00,22.097,2021-12-21,14
"104","02",2021-12-21 15:59:00,21.596,2021-12-21,15
"105","02",2021-12-21 17:39:00,20.596,2021-12-22,17
"106","02",2021-12-21 19:19:00,20.596,2021-12-22,19
"107","02",2021-12-21 20:59:00,20.596,2021-12-22,20
"108","02",2021-12-21 22:39:00,20.596,2021-12-22,22
"109","02",2021-12-22 00:19:00,20.095,2021-12-22,0
"110","02",2021-12-22 01:59:00,19.595,2021-12-22,1
"111","02",2021-12-22 03:39:00,20.095,2021-12-22,3
"112","02",2021-12-22 05:19:00,20.095,2021-12-22,5
"113","02",2021-12-22 06:59:00,19.595,2021-12-22,6
"114","02",2021-12-22 08:39:00,21.096,2021-12-22,8
"115","02",2021-12-22 10:19:00,22.097,2021-12-22,10
"116","02",2021-12-22 11:59:00,23.097,2021-12-22,11
"117","02",2021-12-22 13:39:00,22.597,2021-12-22,13
"118","02",2021-12-22 15:19:00,23.097,2021-12-22,15
"119","02",2021-12-22 16:59:00,21.596,2021-12-23,16
"120","02",2021-12-22 18:39:00,21.596,2021-12-23,18
"121","02",2021-12-22 20:19:00,22.597,2021-12-23,20
"122","02",2021-12-22 21:59:00,21.096,2021-12-23,21
"123","02",2021-12-22 23:39:00,21.096,2021-12-23,23
"124","02",2021-12-23 01:19:00,20.596,2021-12-23,1
"125","02",2021-12-23 02:59:00,20.596,2021-12-23,2
"126","02",2021-12-23 04:39:00,20.596,2021-12-23,4
"127","02",2021-12-23 06:19:00,20.596,2021-12-23,6
"128","02",2021-12-23 07:59:00,20.596,2021-12-23,7
"129","02",2021-12-23 09:39:00,22.597,2021-12-23,9
"130","02",2021-12-23 11:19:00,22.597,2021-12-23,11
"131","02",2021-12-23 12:59:00,22.597,2021-12-23,12
"132","02",2021-12-23 14:39:00,23.097,2021-12-23,14
"133","02",2021-12-23 16:19:00,22.097,2021-12-24,16
"134","02",2021-12-23 17:59:00,21.596,2021-12-24,17
"135","02",2021-12-23 19:39:00,21.096,2021-12-24,19
"136","02",2021-12-23 21:19:00,21.096,2021-12-24,21
"137","02",2021-12-23 22:59:00,21.096,2021-12-24,22
"138","02",2021-12-24 00:39:00,21.096,2021-12-24,0
"139","02",2021-12-24 02:19:00,21.096,2021-12-24,2
"140","02",2021-12-24 03:59:00,20.596,2021-12-24,3
"141","02",2021-12-24 05:39:00,20.596,2021-12-24,5
"142","02",2021-12-24 07:19:00,20.596,2021-12-24,7
"143","02",2021-12-24 08:59:00,20.596,2021-12-24,8
"144","02",2021-12-24 10:39:00,22.097,2021-12-24,10
"145","02",2021-12-24 12:19:00,21.096,2021-12-24,12
"146","02",2021-12-24 13:59:00,22.097,2021-12-24,13
"147","02",2021-12-24 15:39:00,21.096,2021-12-24,15
"148","02",2021-12-24 17:19:00,21.096,2021-12-25,17
"149","02",2021-12-24 18:59:00,21.096,2021-12-25,18
"150","02",2021-12-24 20:39:00,21.096,2021-12-25,20
"151","02",2021-12-24 22:19:00,20.596,2021-12-25,22
"152","02",2021-12-24 23:59:00,20.596,2021-12-25,23
"153","02",2021-12-25 01:39:00,20.596,2021-12-25,1
"154","02",2021-12-25 03:19:00,20.596,2021-12-25,3
"155","02",2021-12-25 04:59:00,20.596,2021-12-25,4
"156","02",2021-12-25 06:39:00,20.095,2021-12-25,6
"157","02",2021-12-25 08:19:00,20.095,2021-12-25,8
"158","02",2021-12-25 09:59:00,20.095,2021-12-25,9
"159","02",2021-12-25 11:39:00,20.095,2021-12-25,11
"160","02",2021-12-25 13:19:00,20.095,2021-12-25,13
"161","02",2021-12-25 14:59:00,20.596,2021-12-25,14
"162","02",2021-12-25 16:39:00,20.596,2021-12-26,16
"163","02",2021-12-25 18:19:00,20.596,2021-12-26,18
"164","02",2021-12-25 19:59:00,20.596,2021-12-26,19
"165","02",2021-12-25 21:39:00,20.596,2021-12-26,21
"166","02",2021-12-25 23:19:00,20.596,2021-12-26,23
"167","02",2021-12-26 00:59:00,20.596,2021-12-26,0
"168","02",2021-12-26 02:39:00,20.596,2021-12-26,2
"169","02",2021-12-26 04:19:00,20.596,2021-12-26,4
"170","02",2021-12-26 05:59:00,20.095,2021-12-26,5
"171","02",2021-12-26 07:39:00,20.095,2021-12-26,7
"172","02",2021-12-26 09:19:00,20.095,2021-12-26,9
"173","02",2021-12-26 10:59:00,21.596,2021-12-26,10
"174","02",2021-12-26 12:39:00,22.097,2021-12-26,12
"175","02",2021-12-26 14:19:00,21.096,2021-12-26,14
"176","02",2021-12-26 15:59:00,21.596,2021-12-26,15
"177","02",2021-12-26 17:39:00,21.096,2021-12-27,17
"178","02",2021-12-26 19:19:00,20.596,2021-12-27,19
"179","02",2021-12-26 20:59:00,20.596,2021-12-27,20
"180","02",2021-12-26 22:39:00,20.596,2021-12-27,22
"181","02",2021-12-27 00:19:00,20.596,2021-12-27,0
"182","02",2021-12-27 01:59:00,20.095,2021-12-27,1
"183","02",2021-12-27 03:39:00,20.095,2021-12-27,3
"184","02",2021-12-27 05:19:00,20.095,2021-12-27,5
"185","02",2021-12-27 06:59:00,20.095,2021-12-27,6
"186","02",2021-12-27 08:39:00,20.095,2021-12-27,8
"187","02",2021-12-27 10:19:00,21.096,2021-12-27,10
"188","02",2021-12-27 11:59:00,21.596,2021-12-27,11
"189","02",2021-12-27 13:39:00,22.097,2021-12-27,13
"190","02",2021-12-27 15:19:00,22.597,2021-12-27,15
"191","02",2021-12-27 16:59:00,21.096,2021-12-28,16
"192","02",2021-12-27 18:39:00,20.095,2021-12-28,18
"193","02",2021-12-27 20:19:00,20.095,2021-12-28,20
"194","02",2021-12-27 21:59:00,19.595,2021-12-28,21
"195","02",2021-12-27 23:39:00,19.595,2021-12-28,23
"196","02",2021-12-28 01:19:00,19.595,2021-12-28,1
"197","02",2021-12-28 02:59:00,19.094,2021-12-28,2
"198","02",2021-12-28 04:39:00,19.094,2021-12-28,4
"199","02",2021-12-28 06:19:00,19.094,2021-12-28,6
"200","02",2021-12-28 07:59:00,19.094,2021-12-28,7
"201","02",2021-12-28 09:39:00,19.094,2021-12-28,9
"202","02",2021-12-28 11:19:00,19.094,2021-12-28,11
"203","02",2021-12-28 12:59:00,19.094,2021-12-28,12
"204","02",2021-12-28 14:39:00,19.094,2021-12-28,14
"205","02",2021-12-28 16:19:00,19.094,2021-12-29,16
"206","02",2021-12-28 17:59:00,19.094,2021-12-29,17
"207","02",2021-12-28 19:39:00,19.094,2021-12-29,19
"208","02",2021-12-28 21:19:00,19.094,2021-12-29,21
"209","02",2021-12-28 22:59:00,19.094,2021-12-29,22
"210","02",2021-12-29 00:39:00,19.094,2021-12-29,0
"211","02",2021-12-29 02:19:00,19.094,2021-12-29,2
"212","02",2021-12-29 03:59:00,19.094,2021-12-29,3
"213","02",2021-12-29 05:39:00,19.094,2021-12-29,5
"214","02",2021-12-29 07:19:00,19.094,2021-12-29,7
"215","02",2021-12-29 08:59:00,19.094,2021-12-29,8
"216","02",2021-12-29 10:39:00,20.095,2021-12-29,10
"217","02",2021-12-29 12:19:00,21.596,2021-12-29,12
"218","02",2021-12-29 13:59:00,21.596,2021-12-29,13
"219","02",2021-12-29 15:39:00,21.096,2021-12-29,15
"220","02",2021-12-29 17:19:00,20.596,2021-12-30,17
"221","02",2021-12-29 18:59:00,21.596,2021-12-30,18
"222","02",2021-12-29 20:39:00,22.097,2021-12-30,20
"223","02",2021-12-29 22:19:00,22.097,2021-12-30,22
"224","02",2021-12-29 23:59:00,22.097,2021-12-30,23
"225","02",2021-12-30 01:39:00,22.097,2021-12-30,1
"226","02",2021-12-30 03:19:00,22.597,2021-12-30,3
"227","02",2021-12-30 04:59:00,22.597,2021-12-30,4
"228","02",2021-12-30 06:39:00,22.597,2021-12-30,6
"229","02",2021-12-30 08:19:00,22.597,2021-12-30,8
"230","02",2021-12-30 09:59:00,22.597,2021-12-30,9
"231","02",2021-12-30 11:39:00,23.097,2021-12-30,11
"232","02",2021-12-30 13:19:00,23.097,2021-12-30,13
"233","02",2021-12-30 14:59:00,23.097,2021-12-30,14
"234","02",2021-12-30 16:39:00,21.596,2021-12-31,16
"235","02",2021-12-30 18:19:00,21.096,2021-12-31,18
"236","02",2021-12-30 19:59:00,20.596,2021-12-31,19
"237","02",2021-12-30 21:39:00,20.596,2021-12-31,21
"238","02",2021-12-30 23:19:00,20.596,2021-12-31,23
"239","02",2021-12-31 00:59:00,20.596,2021-12-31,0
"240","02",2021-12-31 02:39:00,20.095,2021-12-31,2
"241","02",2021-12-31 04:19:00,20.095,2021-12-31,4
"242","02",2021-12-31 05:59:00,20.095,2021-12-31,5
"243","02",2021-12-31 07:39:00,20.095,2021-12-31,7
"244","02",2021-12-31 09:19:00,20.596,2021-12-31,9
"245","02",2021-12-31 10:59:00,20.596,2021-12-31,10
"246","02",2021-12-31 12:39:00,20.596,2021-12-31,12
"247","02",2021-12-31 14:19:00,20.596,2021-12-31,14
"248","02",2021-12-31 15:59:00,20.596,2021-12-31,15
"249","02",2021-12-31 17:39:00,20.596,2022-01-01,17
"250","02",2021-12-31 19:19:00,20.095,2022-01-01,19
"251","02",2021-12-31 20:59:00,20.095,2022-01-01,20
"252","02",2021-12-31 22:39:00,20.095,2022-01-01,22
"253","02",2022-01-01 00:19:00,20.095,2022-01-01,0
"254","02",2022-01-01 01:59:00,20.095,2022-01-01,1
"255","02",2022-01-01 03:39:00,20.095,2022-01-01,3
"256","02",2022-01-01 05:19:00,19.595,2022-01-01,5
"257","02",2022-01-01 06:59:00,19.595,2022-01-01,6
"258","02",2022-01-01 08:39:00,19.595,2022-01-01,8
"259","02",2022-01-01 10:19:00,19.595,2022-01-01,10
"260","02",2022-01-01 11:59:00,19.595,2022-01-01,11
"261","02",2022-01-01 13:39:00,19.595,2022-01-01,13
"262","02",2022-01-01 15:19:00,19.595,2022-01-01,15
"263","02",2022-01-01 16:59:00,19.595,2022-01-02,16
"264","02",2022-01-01 18:39:00,19.595,2022-01-02,18
"265","02",2022-01-01 20:19:00,19.094,2022-01-02,20
"266","02",2022-01-01 21:59:00,19.094,2022-01-02,21
"267","02",2022-01-01 23:39:00,19.094,2022-01-02,23
"268","02",2022-01-02 01:19:00,19.094,2022-01-02,1
"269","02",2022-01-02 02:59:00,18.594,2022-01-02,2
"270","02",2022-01-02 04:39:00,18.594,2022-01-02,4
"271","02",2022-01-02 06:19:00,18.594,2022-01-02,6
"272","02",2022-01-02 07:59:00,18.594,2022-01-02,7
"273","02",2022-01-02 09:39:00,18.594,2022-01-02,9
"274","02",2022-01-02 11:19:00,18.594,2022-01-02,11
"275","02",2022-01-02 12:59:00,18.594,2022-01-02,12
"276","02",2022-01-02 14:39:00,18.594,2022-01-02,14
"277","02",2022-01-02 16:19:00,18.594,2022-01-03,16
"278","02",2022-01-02 17:59:00,18.594,2022-01-03,17
"279","02",2022-01-02 19:39:00,18.594,2022-01-03,19
"280","02",2022-01-02 21:19:00,18.594,2022-01-03,21
"281","02",2022-01-02 22:59:00,18.594,2022-01-03,22
"282","02",2022-01-03 00:39:00,18.594,2022-01-03,0
"283","02",2022-01-03 02:19:00,18.093,2022-01-03,2
"284","02",2022-01-03 03:59:00,18.093,2022-01-03,3
"285","02",2022-01-03 05:39:00,18.093,2022-01-03,5
"286","02",2022-01-03 07:19:00,18.093,2022-01-03,7
"287","02",2022-01-03 08:59:00,18.093,2022-01-03,8
"288","02",2022-01-03 10:39:00,20.095,2022-01-03,10
"289","02",2022-01-03 12:19:00,21.096,2022-01-03,12
"290","02",2022-01-03 13:59:00,21.096,2022-01-03,13
"291","02",2022-01-03 15:39:00,20.095,2022-01-03,15
"292","02",2022-01-03 17:19:00,19.595,2022-01-04,17
"293","02",2022-01-03 18:59:00,19.595,2022-01-04,18
"294","02",2022-01-03 20:39:00,19.595,2022-01-04,20
"295","02",2022-01-03 22:19:00,19.595,2022-01-04,22
"296","02",2022-01-03 23:59:00,19.595,2022-01-04,23
"297","02",2022-01-04 01:39:00,19.595,2022-01-04,1
"298","02",2022-01-04 03:19:00,19.094,2022-01-04,3
"299","02",2022-01-04 04:59:00,19.595,2022-01-04,4
"300","02",2022-01-04 06:39:00,19.595,2022-01-04,6
"301","02",2022-01-04 08:19:00,21.096,2022-01-04,8
"302","02",2022-01-04 09:59:00,21.596,2022-01-04,9
"303","02",2022-01-04 11:39:00,22.097,2022-01-04,11
"304","02",2022-01-04 13:19:00,22.097,2022-01-04,13
"305","02",2022-01-04 14:59:00,21.596,2022-01-04,14
"306","02",2022-01-04 16:39:00,21.096,2022-01-05,16
"307","02",2022-01-04 18:19:00,20.596,2022-01-05,18
"308","02",2022-01-04 19:59:00,20.596,2022-01-05,19
"309","02",2022-01-04 21:39:00,20.095,2022-01-05,21
"310","02",2022-01-04 23:19:00,20.095,2022-01-05,23
"311","02",2022-01-05 00:59:00,20.095,2022-01-05,0
"312","02",2022-01-05 02:39:00,20.596,2022-01-05,2
"313","02",2022-01-05 04:19:00,20.095,2022-01-05,4
"314","02",2022-01-05 05:59:00,20.095,2022-01-05,5
"315","02",2022-01-05 07:39:00,20.095,2022-01-05,7
"316","02",2022-01-05 09:19:00,20.095,2022-01-05,9
"317","02",2022-01-05 10:59:00,21.096,2022-01-05,10
"318","02",2022-01-05 12:39:00,22.097,2022-01-05,12
"319","02",2022-01-05 14:19:00,22.097,2022-01-05,14
"320","02",2022-01-05 15:59:00,21.596,2022-01-05,15
"321","02",2022-01-05 17:39:00,21.096,2022-01-06,17
"322","02",2022-01-05 19:19:00,21.096,2022-01-06,19
"323","02",2022-01-05 20:59:00,20.596,2022-01-06,20
"324","02",2022-01-05 22:39:00,21.096,2022-01-06,22
"325","02",2022-01-06 00:19:00,20.596,2022-01-06,0
"326","02",2022-01-06 01:59:00,20.596,2022-01-06,1
"327","02",2022-01-06 03:39:00,20.596,2022-01-06,3
"328","02",2022-01-06 05:19:00,20.095,2022-01-06,5
"329","02",2022-01-06 06:59:00,20.596,2022-01-06,6
"330","02",2022-01-06 08:39:00,21.596,2022-01-06,8
"331","02",2022-01-06 10:19:00,22.097,2022-01-06,10
"332","02",2022-01-06 11:59:00,22.097,2022-01-06,11
"333","02",2022-01-06 13:39:00,22.597,2022-01-06,13
"334","02",2022-01-06 15:19:00,17.593,2022-01-06,15
"335","02",2022-01-06 16:59:00,16.09,2022-01-07,16
"336","02",2022-01-06 18:39:00,13.586,2022-01-07,18
"337","02",2022-01-06 20:19:00,11.582,2022-01-07,20
"338","02",2022-01-06 21:59:00,9.076,2022-01-07,21
"339","02",2022-01-06 23:39:00,7.572,2022-01-07,23
"340","02",2022-01-07 01:19:00,6.068,2022-01-07,1
"341","02",2022-01-07 02:59:00,5.065,2022-01-07,2
"342","02",2022-01-07 04:39:00,4.061,2022-01-07,4
"343","02",2022-01-07 06:19:00,3.058,2022-01-07,6
"344","02",2022-01-07 07:59:00,2.556,2022-01-07,7
"345","02",2022-01-07 09:39:00,3.058,2022-01-07,9
"346","02",2022-01-07 11:19:00,5.065,2022-01-07,11
"347","02",2022-01-07 12:59:00,6.068,2022-01-07,12
"348","02",2022-01-07 14:39:00,6.569,2022-01-07,14
"349","02",2022-01-07 16:19:00,6.569,2022-01-08,16
"350","02",2022-01-07 17:59:00,6.569,2022-01-08,17
"351","02",2022-01-07 19:39:00,6.569,2022-01-08,19
"352","02",2022-01-07 21:19:00,6.068,2022-01-08,21
"353","02",2022-01-07 22:59:00,6.068,2022-01-08,22
"354","02",2022-01-08 00:39:00,5.566,2022-01-08,0
"355","02",2022-01-08 02:19:00,5.065,2022-01-08,2
"356","02",2022-01-08 03:59:00,5.065,2022-01-08,3
"357","02",2022-01-08 05:39:00,5.065,2022-01-08,5
"358","02",2022-01-08 07:19:00,4.563,2022-01-08,7
"359","02",2022-01-08 08:59:00,4.563,2022-01-08,8
"360","02",2022-01-08 10:39:00,5.566,2022-01-08,10
"361","02",2022-01-08 12:19:00,6.068,2022-01-08,12
"362","02",2022-01-08 13:59:00,6.569,2022-01-08,13
"363","02",2022-01-08 15:39:00,7.071,2022-01-08,15
"364","02",2022-01-08 17:19:00,6.569,2022-01-09,17
"365","02",2022-01-08 18:59:00,6.068,2022-01-09,18
"366","02",2022-01-08 20:39:00,5.065,2022-01-09,20
"367","02",2022-01-08 22:19:00,4.563,2022-01-09,22
"368","02",2022-01-08 23:59:00,3.56,2022-01-09,23
"369","02",2022-01-09 01:39:00,3.058,2022-01-09,1
"370","02",2022-01-09 03:19:00,2.556,2022-01-09,3
"371","02",2022-01-09 04:59:00,2.556,2022-01-09,4
"372","02",2022-01-09 06:39:00,2.556,2022-01-09,6
"373","02",2022-01-09 08:19:00,1.552,2022-01-09,8
"374","02",2022-01-09 09:59:00,2.556,2022-01-09,9
"375","02",2022-01-09 11:39:00,3.56,2022-01-09,11
"376","02",2022-01-09 13:19:00,4.061,2022-01-09,13
"377","02",2022-01-09 14:59:00,4.563,2022-01-09,14
"378","02",2022-01-09 16:39:00,5.065,2022-01-10,16
"379","02",2022-01-09 18:19:00,4.563,2022-01-10,18
"380","02",2022-01-09 19:59:00,4.061,2022-01-10,19
"381","02",2022-01-09 21:39:00,4.061,2022-01-10,21
"382","02",2022-01-09 23:19:00,4.061,2022-01-10,23
"383","02",2022-01-10 00:59:00,3.56,2022-01-10,0
"384","02",2022-01-10 02:39:00,3.56,2022-01-10,2
"385","02",2022-01-10 04:19:00,3.058,2022-01-10,4
"386","02",2022-01-10 05:59:00,3.058,2022-01-10,5
"387","02",2022-01-10 07:39:00,2.556,2022-01-10,7
"388","02",2022-01-10 09:19:00,3.058,2022-01-10,9
"389","02",2022-01-10 10:59:00,3.56,2022-01-10,10
"390","02",2022-01-10 12:39:00,4.061,2022-01-10,12
"391","02",2022-01-10 14:19:00,4.563,2022-01-10,14
"392","02",2022-01-10 15:59:00,5.065,2022-01-10,15
"393","02",2022-01-10 17:39:00,5.065,2022-01-11,17
"394","02",2022-01-10 19:19:00,4.563,2022-01-11,19
"395","02",2022-01-10 20:59:00,4.061,2022-01-11,20
"396","02",2022-01-10 22:39:00,3.56,2022-01-11,22
"397","02",2022-01-11 00:19:00,3.56,2022-01-11,0
"398","02",2022-01-11 01:59:00,2.556,2022-01-11,1
"399","02",2022-01-11 03:39:00,2.054,2022-01-11,3
"400","02",2022-01-11 05:19:00,0.549,2022-01-11,5
"401","02",2022-01-11 06:59:00,0.047,2022-01-11,6
"402","02",2022-01-11 08:39:00,-0.455,2022-01-11,8
"403","02",2022-01-11 10:19:00,0.549,2022-01-11,10
"404","02",2022-01-11 11:59:00,2.556,2022-01-11,11
"405","02",2022-01-11 13:39:00,4.061,2022-01-11,13
"406","02",2022-01-11 15:19:00,4.563,2022-01-11,15
"407","02",2022-01-11 16:59:00,5.065,2022-01-12,16
"408","02",2022-01-11 18:39:00,4.061,2022-01-12,18
"409","02",2022-01-11 20:19:00,3.56,2022-01-12,20
"410","02",2022-01-11 21:59:00,2.556,2022-01-12,21
"411","02",2022-01-11 23:39:00,2.054,2022-01-12,23
"412","02",2022-01-12 01:19:00,1.051,2022-01-12,1
"413","02",2022-01-12 02:59:00,0.047,2022-01-12,2
"414","02",2022-01-12 04:39:00,-0.957,2022-01-12,4
"415","02",2022-01-12 06:19:00,-1.46,2022-01-12,6
"416","02",2022-01-12 07:59:00,-1.962,2022-01-12,7
"417","02",2022-01-12 09:39:00,-1.46,2022-01-12,9
"418","02",2022-01-12 11:19:00,1.552,2022-01-12,11
"419","02",2022-01-12 12:59:00,3.058,2022-01-12,12
"420","02",2022-01-12 14:39:00,4.563,2022-01-12,14
"421","02",2022-01-12 16:19:00,5.065,2022-01-13,16
"422","02",2022-01-12 17:59:00,5.065,2022-01-13,17
"423","02",2022-01-12 19:39:00,5.065,2022-01-13,19
"424","02",2022-01-12 21:19:00,5.065,2022-01-13,21
"425","02",2022-01-12 22:59:00,4.061,2022-01-13,22
"426","02",2022-01-13 00:39:00,3.56,2022-01-13,0
"427","02",2022-01-13 02:19:00,2.556,2022-01-13,2
"428","02",2022-01-13 03:59:00,2.054,2022-01-13,3
"429","02",2022-01-13 05:39:00,1.552,2022-01-13,5
"430","02",2022-01-13 07:19:00,1.051,2022-01-13,7
"431","02",2022-01-13 08:59:00,1.051,2022-01-13,8
"432","02",2022-01-13 10:39:00,2.556,2022-01-13,10
"433","02",2022-01-13 12:19:00,4.563,2022-01-13,12
"434","02",2022-01-13 13:59:00,6.569,2022-01-13,13
"435","02",2022-01-13 15:39:00,7.071,2022-01-13,15
"436","02",2022-01-13 17:19:00,7.572,2022-01-14,17
"437","02",2022-01-13 18:59:00,7.071,2022-01-14,18
"438","02",2022-01-13 20:39:00,6.569,2022-01-14,20
"439","02",2022-01-13 22:19:00,6.068,2022-01-14,22
"440","02",2022-01-13 23:59:00,6.569,2022-01-14,23
"441","02",2022-01-14 01:39:00,6.569,2022-01-14,1
"442","02",2022-01-14 03:19:00,6.068,2022-01-14,3
"443","02",2022-01-14 04:59:00,6.569,2022-01-14,4
"444","02",2022-01-14 06:39:00,6.068,2022-01-14,6
"445","02",2022-01-14 08:19:00,5.566,2022-01-14,8
"446","02",2022-01-14 09:59:00,6.569,2022-01-14,9
"447","02",2022-01-14 11:39:00,8.074,2022-01-14,11
"448","02",2022-01-14 13:19:00,8.575,2022-01-14,13
"449","02",2022-01-14 14:59:00,8.575,2022-01-14,14
