"","Site","Plot","Treatment","Year","type","POOL","TAOF","VETH","BOER","CHSE","PLJA","SATR","BASC","GUSA","ERSP","SPHA","ACMI","MEMO","PEVI","CAJA","ERFL","DAPU","BOGR","ELEL","MEAL","LUKI","CHER","AMDI","ANRO","BRPO","MUMO","POPR","POHI","ARFE","HYHO","IRMI","OXLA","ARCA","ASHU","CHAL","BLTR","CHSES","KOAM","CHEN","LILE","UKFO","ATCO","EPVI","SPAI","KRLA","CHRE","ERNA","HECO","JUMO","HELO","ZIGR","ARPU","BOGR ","SOEL","GLGO","CHDE","STTE","ATCA","CAGE","CAPA","ERFO","ERRA","FEAR","GETR","ROWO","VIAM","ASSP","LUAR","TRDU","CIWH","PTAQ","COAR","LASE","PLRI","PSMO","UKGR","ALGE","EPBR","MURI","PODO","MESP"
"99","Juniper savanna","11","Water Addition",2021,"aboveground",0.05,NA,NA,NA,NA,NA,0.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,13.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.625,0.625,2.75,NA,0.05,NA,NA,NA,0.25,3.6,5,13.75,NA,NA,NA,NA,NA,NA,NA,4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Juniper savanna","12","Water Exclusion",2021,"aboveground",0.125,NA,NA,NA,NA,NA,0.25,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,0.455,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Mixed conifer meadow","1","Control",2021,"aboveground",NA,NA,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455,NA,NA,2.25,NA,NA,NA,NA,NA,8,13.9,10.7,3.75,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,6.525,1.19,1,5,7,2.375,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Mixed conifer meadow","2","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,NA,NA,NA,0.15,NA,NA,1.375,NA,NA,NA,NA,NA,NA,0.25,2.45,1.5,NA,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.475,1.55,1.8,1.75,5,22.25,NA,0.2,0.625,1.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Mixed conifer meadow","3","Control",2021,"aboveground",NA,0.125,0.025,NA,NA,NA,NA,NA,NA,NA,NA,2.325,NA,NA,NA,0.1,NA,NA,0.75,NA,NA,NA,NA,NA,1,3.75,1.15,0.05,NA,13,1.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.625,0.45,0.5,NA,27,33.5,NA,0.1,0.25,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Mixed conifer meadow","4","Water Addition",2021,"aboveground",NA,2,7.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.5,NA,NA,NA,NA,NA,0.8,13.75,3.55,5,NA,6,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,1.225,0.55,2.875,25.5,13.5,NA,0.5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Mixed conifer meadow","5","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,2.875,NA,NA,NA,NA,NA,NA,0.1,0.925,6,NA,2,7.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.775,NA,NA,NA,1.35,25.5,NA,0.75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Mixed conifer meadow","6","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,0.015,NA,NA,1,NA,NA,NA,NA,NA,2.6,4.525,3.725,0.5,NA,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,1.075,NA,28.25,24.5,NA,0.4,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Mixed conifer meadow","7","Control",2021,"aboveground",NA,NA,0.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.75,NA,NA,NA,NA,NA,1.25,9.5,4.15,1.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,1.75,9.375,14.25,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Mixed conifer meadow","8","Water Exclusion",2021,"aboveground",NA,0.25,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.875,NA,NA,7.875,NA,NA,NA,NA,NA,NA,0.75,2.725,10.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.95,NA,1.25,NA,7.25,0.5,NA,3.125,NA,NA,5.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Mixed conifer meadow","9","Water Addition",2021,"aboveground",NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,3.425,NA,NA,NA,NA,NA,2.875,6.375,1.45,10.5,NA,27,9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,23.5,7.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Mixed conifer meadow","10","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,0.675,0.075,8,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,NA,NA,11.25,31.5,NA,0.125,2,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Mixed conifer meadow","11","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,0.125,8.85,3.65,1.725,6,NA,10,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.075,NA,NA,NA,42.5,30.5,NA,1.5,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Mixed conifer meadow","12","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3.775,1.35,17.5,NA,21,1.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,NA,1.275,NA,14.875,31.5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Ponderosa pine meadow","1","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.41,NA,NA,NA,NA,12.75,NA,NA,NA,NA,NA,NA,14.5,0.6,NA,NA,NA,1,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,28.25,1.5,0.125,1.5,0.01,NA,NA,NA,NA,NA
"114","Ponderosa pine meadow","2","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.375,NA,NA,NA,0.21,NA,0.4,0.425,NA,8.75,NA,NA,0.125,2,1.05,NA,17,2,NA,NA,NA,16.5,1.3,NA,NA,NA,NA,0.4,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,3.875,NA,NA,0.75,NA,4.25,7,4.5,0.05,NA
"115","Ponderosa pine meadow","3","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.95,NA,NA,NA,0.2,NA,2.375,5.5,NA,2.25,NA,NA,2.775,NA,0.225,NA,29.25,1.25,NA,NA,NA,4,9.25,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,0.25,4.5,NA,NA,NA,NA,NA,1.5,6.5,NA,NA,0.125,NA,NA,NA,1,NA,1.75,2.8,NA
"116","Ponderosa pine meadow","4","Water Exclusion",2021,"aboveground",0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,0.25,0.975,NA,4.75,NA,NA,0.625,NA,NA,NA,19.5,0.5,NA,NA,NA,3.5,1.5,NA,NA,NA,NA,0.3,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.625,0.25,NA,NA,NA,NA,NA,2,NA,NA,NA,4.75,NA,NA,NA,NA,2,NA,NA,0.055
"117","Ponderosa pine meadow","5","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.275,NA,NA,NA,0.095,NA,5.625,3.05,NA,0.3,NA,NA,NA,NA,0.25,NA,28.725,1.625,NA,NA,NA,18.925,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.25,NA,NA,0.675,7.75,0.125,NA
"118","Ponderosa pine meadow","6","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,0.045,NA,NA,3.25,NA,5,NA,NA,0.35,NA,NA,NA,16.5,0.75,NA,NA,NA,38,2.125,NA,NA,0.025,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,2.55,0.35,NA,NA
"119","Ponderosa pine meadow","7","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,1,NA,0.15,NA,NA,0.5,NA,NA,NA,6.5,0.05,NA,NA,NA,5.5,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.75,NA,0.125,NA,NA,3,1.25,NA,NA
"120","Ponderosa pine meadow","8","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.525,NA,NA,NA,0.415,NA,4.8,NA,NA,1.125,NA,NA,1.1,NA,1.425,NA,14,0.75,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,1.25,10.5,7.2,0.125,0.4
"121","Ponderosa pine meadow","9","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,NA,2.125,NA,0.275,NA,1.15,4.6,NA,8,NA,NA,NA,NA,5.4,NA,13.375,0.725,NA,NA,NA,7.525,0.25,NA,NA,NA,NA,NA,0.05,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.125,NA,NA,NA,NA,4.725,NA,0.75,NA
"122","Ponderosa pine meadow","10","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.175,NA,0.175,0.5,NA,3.5,NA,NA,0.05,NA,NA,NA,11.25,0.675,NA,NA,NA,0.5,5.65,NA,NA,0.175,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,1.5,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA
"123","Ponderosa pine meadow","11","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,NA,NA,NA,0.095,NA,0.125,0.75,NA,2.65,NA,NA,NA,NA,1,NA,17,0.05,NA,NA,NA,10.75,NA,NA,NA,NA,NA,0.15,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,NA,NA,NA,NA,NA,1.75,NA,NA,NA,0.675,NA,0.25,NA,0.5,5.75,7.5,0.075,NA
"124","Ponderosa pine meadow","12","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.125,NA,NA,NA,0.02,NA,4.875,2.5,NA,0.65,NA,NA,0.95,NA,3.35,NA,25,0.65,NA,NA,NA,11,5.125,NA,NA,NA,NA,0.025,0.05,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,2.25,0.025,NA
