"","Site","Plot","Treatment","Year","type","BOER","CHSES","KOAM","PLJA","SATR","CAJA","CHEN","LILE","SPHA","UKFO","ACMI","ARCA","ARFE","ASHU","COAR","ERFL","LASE","LUKI","PLRI","POHI","PSMO","TRDU","UKGR","ALGE","ANRO","BOGR","BRPO","ELEL","EPBR","FEAR","MUMO","MURI","PODO","CAGE","CIWH","ERRA","MESP","POOL","ERFO","PEVI","ATCO","EPVI","DAPU","SPAI","KRLA","CHRE","ERNA","GUSA","HECO","JUMO","CHER","HELO","ZIGR","ARPU","BOGR ","SOEL","GLGO","CHDE","STTE","ATCA","CAPA","GETR","IRMI","POPR","ROWO","VETH","VIAM","ASSP","LUAR","HYHO","TAOF","PTAQ"
"42","Blue Chute","6","Water Addition",2021,"aboveground",NA,0.00141043723554302,0.00282087447108604,NA,NA,NA,0.0916784203102962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.529619181946403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176304654442877,NA,NA,NA,NA,NA,NA,NA,0.0916784203102962,NA,NA,0.260930888575458,NA,0.00423131170662906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Blue Chute","7","Control",2021,"aboveground",NA,0.0195930670685757,0.000753579502637528,NA,NA,NA,0.00376789751318764,NA,0.000753579502637528,0.0195930670685757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.283345892991711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00150715900527506,NA,NA,NA,NA,NA,NA,0.105501130369254,0.270535041446873,NA,NA,0.275056518462698,NA,0.000753579502637528,0.0150715900527506,NA,NA,NA,0.00376789751318764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Blue Chute","8","Water Exclusion",2021,"aboveground",NA,0.0139211136890951,0.00232018561484919,NA,0.0696055684454756,NA,0.215777262180974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111368909512761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00696055684454756,NA,NA,NA,NA,NA,NA,NA,NA,0.556844547563805,NA,NA,NA,NA,0.0232018561484919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Blue Chute","9","Water Addition",2021,"aboveground",NA,0.00620090946672178,0.00482292958522806,NA,0.00137797988149373,NA,0.0275595976298746,NA,NA,0.00234256579853934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.635937715309356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179137384594185,NA,NA,NA,NA,NA,NA,NA,0.00413393964448119,0.137797988149373,0.0413393964448119,0.0895686922970925,NA,0.0020669698222406,0.020669698222406,NA,NA,NA,NA,0.00826787928896238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Blue Chute","10","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,0.127041742286751,NA,0.0544464609800363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.780399274047187,NA,NA,NA,0.00725952813067151,0.0308529945553539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Blue Chute","11","Water Addition",2021,"aboveground",NA,0.133713283647523,0.0109601052170101,NA,0.00876808417360807,NA,0.0482244629548444,NA,NA,0.000876808417360807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233669443226655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000876808417360807,NA,NA,NA,NA,NA,NA,0.00438404208680403,0.0631302060499781,0.0876808417360807,0.0701446733888645,0.241122314774222,NA,NA,NA,NA,NA,NA,NA,NA,0.0701446733888645,0.0263042525208242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Blue Chute","12","Water Exclusion",2021,"aboveground",NA,NA,0.0273822562979189,NA,0.0273822562979189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00547645125958379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0136911281489595,NA,NA,NA,NA,NA,NA,NA,0.0498357064622125,0.219058050383352,0.602409638554217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0547645125958379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Camp Colton","1","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00604570821153335,NA,NA,NA,0.0498272654796705,NA,NA,NA,NA,NA,NA,0.10629816635663,0.0298963592878023,NA,0.066436353972894,0.184693064044645,NA,NA,0.077066170608557,NA,0.0132872707945788,NA,NA,0.0158118522455488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0866994419346266,0.0930108955620516,0.066436353972894,0.142173797501993,0.0315572681371246,0.00817167153866596,0.022588360350784,NA,NA,NA,NA,NA
"50","Camp Colton","2","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00412087912087912,NA,NA,NA,NA,0.00274725274725275,NA,NA,NA,0.0274725274725275,NA,0.00457875457875458,NA,NA,NA,NA,NA,0.0251831501831502,NA,0.0915750915750916,0.00457875457875458,NA,NA,0.173534798534799,NA,0.032051282051282,NA,NA,0.032967032967033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283882783882784,0.407509157509158,0.0778388278388278,0.0448717948717949,NA,NA,0.00366300366300366,0.0114468864468864,0.0274725274725275,NA,NA,NA
"51","Camp Colton","3","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0250471316994344,NA,NA,NA,NA,0.00107729598707245,NA,NA,NA,0.000538647993536224,NA,NA,NA,NA,NA,NA,0.0107729598707245,0.00807971990304336,NA,0.290869916509561,0.0403985995152168,NA,NA,0.0390519795313762,0.0377053595475357,NA,NA,NA,0.00538647993536224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00484783194182602,0.36089415566927,0.0175060597899273,0.0123889038513332,NA,0.000269323996768112,0.00107729598707245,0.00269323996768112,NA,0.140048478319418,0.00134661998384056,NA
"52","Camp Colton","4","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00324763193504736,NA,NA,NA,0.054127198917456,NA,NA,NA,NA,NA,NA,0.00866035182679296,0.0054127198917456,NA,0.276048714479026,0.148849797023004,NA,NA,0.00568335588633288,NA,0.0311231393775372,NA,NA,0.00595399188092016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0132611637347767,0.146143437077131,0.0460081190798376,0.0384303112313938,NA,0.0817320703653586,0.0054127198917456,NA,NA,0.0649526387009472,0.0216508795669824,0.0433017591339648
"53","Camp Colton","5","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00455109640049648,NA,NA,NA,NA,NA,NA,NA,NA,0.0992966487381051,NA,NA,NA,NA,NA,NA,NA,0.0475796441870087,NA,0.0223417459660736,0.00165494414563508,NA,NA,0.16177079023583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422010757136947,0.130326851468763,0.0153082333471245,NA,NA,0.0124120810922631,0.0496483243690525,NA,0.0330988829127017,NA,NA
"54","Camp Colton","6","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00896366269047783,NA,NA,NA,NA,0.000206853754395642,NA,NA,NA,0.00689512514652141,NA,NA,NA,NA,NA,NA,0.0358546507619113,0.0137902502930428,NA,0.38957457077846,0.0624008825760188,NA,NA,NA,NA,NA,NA,NA,0.014824519065021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00310280631593463,0.337861132179549,0.00689512514652141,0.0513686823415845,NA,NA,0.00551610011721713,0.0420602633937806,NA,0.0206853754395642,NA,NA
"55","Camp Colton","7","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0232883092687471,NA,NA,NA,NA,NA,NA,0.0194069243906226,0.275578326346841,NA,0.145551932929669,0.147492625368732,NA,NA,NA,NA,0.0271696941468716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000776276975624903,0.221238938053097,0.0310510790249961,0.064430988976867,NA,0.00908244061481137,0.0349324639031206,NA,NA,NA,NA,NA
"56","Camp Colton","8","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133814783347494,NA,NA,NA,0.174171622769754,NA,0.0998300764655905,NA,NA,NA,NA,NA,0.133814783347494,NA,0.123194562446899,0.0127442650807137,NA,NA,0.18606627017842,NA,NA,NA,NA,0.0212404418011895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00849617672047579,NA,0.046304163126593,NA,0.00297366185216653,0.0531011045029737,NA,NA,NA,0.00424808836023789,NA
"57","Camp Colton","9","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00205814252636995,NA,NA,NA,0.108052482634422,NA,NA,NA,NA,NA,NA,0.029585798816568,0.0352456907640854,NA,0.241831746848469,0.0656032930280422,NA,NA,0.0113197838950347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0771803447388732,0.100334448160535,0.0149215333161821,NA,0.0154360689477746,0.0205814252636995,NA,NA,0.277849241059943,NA,NA
"58","Camp Colton","10","Water Exclusion",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0499486828600753,NA,NA,NA,NA,NA,NA,NA,NA,0.109476565172768,NA,0.0205268559698939,NA,NA,NA,NA,NA,0.0567909681833733,NA,0.153951419774205,0.00923708518645227,NA,NA,0.0157372562435854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431063975367773,0.0410537119397879,0.0010263427984947,NA,NA,0.0017105713308245,0.0273691412931919,NA,0.0821074238795758,NA,NA
"59","Camp Colton","11","Water Addition",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00300364728599013,NA,NA,NA,NA,NA,NA,NA,NA,0.0514910963312594,NA,0.00214546234713581,NA,NA,0.0010727311735679,NA,0.0759493670886076,0.0278910105127655,NA,0.364728599013087,0.0313237502681828,NA,NA,0.00922548809268397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261746406350569,0.0579274833726668,0.0148036901952371,NA,NA,0.0128727740828148,NA,NA,0.0858184938854323,NA,NA
"60","Camp Colton","12","Control",2021,"aboveground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172498767865944,NA,NA,NA,NA,NA,NA,NA,0.0295712173484475,NA,0.146623952686052,0.0372104484967965,NA,NA,0.0202069985214391,NA,NA,NA,NA,0.0125677673730902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310497782158699,0.0110892065056678,0.0133070478068014,NA,NA,0.03942828979793,NA,NA,0.206998521439133,NA,NA
